Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCK31,OUT019,-1038.9052727675714
FDA35,OUT018,1743.073184760262
FDV37,OUT018,2935.544645192506
NCO07,OUT027,4827.477904647982
FDA20,OUT045,2931.7720429222986
FDZ59,OUT035,2853.3956826453255
NCY17,OUT017,820.8563804217231
FDQ28,OUT035,2600.7506514426764
FDV35,OUT017,2555.6838385043
FDQ36,OUT013,649.9214604698745
FDD34,OUT018,2321.4216483531895
FDK51,OUT045,4084.0575984299926
FDV31,OUT035,2951.786753030764
FDR04,OUT035,1677.7974250722855
FDR14,OUT049,935.092386339195
DRC36,OUT010,877.893779975521
FDE39,OUT019,-2.821940715168921
FDP57,OUT049,1771.4912847792298
FDE57,OUT046,2293.199246591874
NCN18,OUT046,1734.9044913213033
NCQ05,OUT018,2118.3065295396773
FDW47,OUT035,2079.47257406053
FDV46,OUT035,2350.819976030036
NCP29,OUT045,940.1680825369938
FDE09,OUT018,1541.8156712203295
NCU06,OUT027,5042.725816507649
FDT19,OUT010,872.7015057603551
DRF15,OUT017,2535.116516018657
DRI51,OUT013,2739.8375481928238
NCX54,OUT013,1676.6196147481805
DRE01,OUT013,3790.7401428196304
NCB07,OUT045,2988.609654842467
FDU50,OUT035,1965.7138784098547
FDG40,OUT035,711.7119403518996
FDW10,OUT018,2500.8961798679306
FDX51,OUT013,3164.3162242995472
NCP17,OUT045,971.1058537307979
FDP21,OUT035,3166.235203902377
FDL04,OUT045,1583.90636044042
FDV23,OUT013,1997.5957169951203
FDF24,OUT046,1375.3761474252688
FDH56,OUT027,3350.4851504896765
FDB51,OUT049,1069.6609075923766
FDI58,OUT027,3015.525683680737
FDR20,OUT013,902.0961484693798
FDC51,OUT018,1702.0989352774145
FDB16,OUT027,2804.0323652629327
FDE40,OUT049,1077.7838572481633
NCM17,OUT035,868.7032431727982
FDU56,OUT035,3135.1823179468247
FDS32,OUT019,439.30349806358686
FDX02,OUT049,3598.8959355118473
FDT39,OUT027,3941.579889269034
FDE35,OUT017,1117.0584408816867
NCI42,OUT019,1416.521677949772
DRL23,OUT046,1720.31379544924
FDA10,OUT046,1925.5204893793534
FDA11,OUT013,1582.8801499983592
NCM06,OUT046,2423.809015971581
NCT05,OUT035,4213.720018441285
NCQ02,OUT010,1026.8512642436676
NCY06,OUT049,2135.185304270817
FDY56,OUT035,3771.8018045583644
FDL02,OUT035,1885.2145737709889
NCI06,OUT035,2943.686914982196
FDQ14,OUT045,2274.3771224322504
FDQ12,OUT017,3724.4803799872884
FDP36,OUT046,847.790505888308
FDK21,OUT027,5416.097799117322
FDO40,OUT045,2270.465639980696
NCK54,OUT019,-21.60197201744893
FDY09,OUT018,2532.30641052375
NCW30,OUT049,4189.058792688311
NCC55,OUT027,2051.3191134391436
FDE58,OUT018,1598.1656895487167
FDR39,OUT013,2953.235515069789
FDU28,OUT049,3071.240538877156
FDH08,OUT017,3754.0587139466265
FDG35,OUT045,2799.9421851496913
FDG22,OUT049,739.908639497135
FDC34,OUT035,2640.402806025819
FDP15,OUT018,3741.873096530338
FDK34,OUT010,1867.0500735169112
FDU45,OUT035,2042.397363081583
FDQ04,OUT027,2090.9245106517956
FDX22,OUT018,3088.079337043631
FDB45,OUT017,1817.5424399540652
NCH43,OUT027,4845.667143669105
DRE60,OUT046,3494.802717615426
FDD17,OUT027,5164.641549769607
NCM54,OUT017,2108.0166531021623
NCH55,OUT013,2041.4927368315384
NCT06,OUT017,2701.9956036417398
FDA48,OUT027,4940.274617935787
FDY58,OUT027,5056.056475724357
FDO25,OUT045,3283.4199776549467
FDN50,OUT045,1544.2177058534844
FDH35,OUT035,2791.442130864273
FDK09,OUT045,3508.444335635883
FDO16,OUT013,1355.4202213367225
FDW11,OUT045,989.4598807147436
FDU47,OUT027,3759.2557245768326
NCQ42,OUT010,114.90270573561759
FDK55,OUT027,2905.082610465107
FDN08,OUT049,2027.5930707194902
FDT57,OUT045,3690.4776596117113
FDJ12,OUT018,3059.924745423044
DRL59,OUT017,988.5632585197109
NCN53,OUT046,602.7374836373153
FDO51,OUT010,-1126.7870904907502
FDK56,OUT017,3103.5920826844613
FDY12,OUT035,1034.271508269339
FDU15,OUT035,819.5076673430672
FDQ19,OUT046,3924.249171415064
DRF15,OUT045,2390.586840349292
DRE25,OUT019,-443.1748691110196
FDK57,OUT018,1617.518727788542
FDD33,OUT010,1751.7582859212248
FDR34,OUT027,5111.540944724145
FDU04,OUT045,1863.720275674898
FDE35,OUT019,-830.9032728923404
NCD31,OUT035,2710.3204470658193
FDJ56,OUT035,1752.190457712653
NCU53,OUT046,2615.2970106937014
FDD39,OUT035,3496.3863126265746
NCU17,OUT019,-257.5693996212334
FDJ20,OUT046,2037.2906711350652
NCW41,OUT018,2227.9664525509197
FDL52,OUT035,812.1186256503447
FDS39,OUT035,2411.6973154439406
DRJ47,OUT045,2702.162393999851
FDP13,OUT010,-1203.6196132939863
DRK39,OUT010,-578.5025113822634
FDF28,OUT010,129.8910938161814
FDB09,OUT045,1972.7935653350087
FDM51,OUT046,1666.3022458303876
DRM49,OUT018,469.8600727342598
DRF23,OUT013,2813.050836768348
DRH01,OUT035,2852.6530750169172
FDH12,OUT027,3168.0548625575943
FDA28,OUT019,120.66017381286747
FDW37,OUT018,1193.97086527311
FDF02,OUT046,1687.265456404787
DRL37,OUT046,708.9689027799313
NCF43,OUT046,2225.204196963427
FDH08,OUT010,1742.8997435076749
FDR34,OUT019,1782.600940774842
NCK19,OUT049,3161.0250206496935
NCD55,OUT018,416.2012192959818
FDT27,OUT049,3833.0502464267406
FDQ57,OUT045,2274.210558755335
FDA47,OUT035,2756.0521559896074
DRG15,OUT027,2477.8508949040056
FDE05,OUT018,2069.668471543808
FDN46,OUT046,1629.9149866986386
FDX27,OUT027,2926.6605362606692
FDT51,OUT045,1764.0833226553632
FDU33,OUT013,793.410977578254
FDJ16,OUT027,2388.0417786889498
FDD20,OUT019,113.76529375357359
FDT36,OUT049,661.079311125714
DRF15,OUT027,3881.902103746463
FDN52,OUT010,-510.57124891264834
FDC22,OUT027,4493.229388362512
FDX15,OUT045,2460.3539249412465
FDT13,OUT013,3040.607971442631
FDU04,OUT017,2036.3057596318781
FDU31,OUT019,1614.610731324076
FDW59,OUT027,2861.8619547830554
NCO29,OUT046,2627.752327690072
FDL15,OUT035,2577.9752983688154
FDI41,OUT049,2433.2920147595014
FDQ48,OUT049,1753.3149006521026
DRI39,OUT013,937.5472810322763
FDI08,OUT013,4065.7622404664976
FDC21,OUT049,1944.9108170095305
FDF58,OUT035,1176.3161095679952
FDS08,OUT010,941.8916616435506
FDE47,OUT045,1932.5091653246595
NCP18,OUT019,507.6588181736993
NCR41,OUT013,1604.5680967869766
FDA27,OUT013,4049.2511259969347
FDA43,OUT035,3251.6103141453436
FDA49,OUT045,1361.6038356482736
NCE55,OUT018,2532.688545493842
DRM49,OUT027,2209.8261770373383
FDF22,OUT027,4831.906550672646
FDQ15,OUT018,1050.4093626754939
NCS54,OUT017,2862.217221067221
NCY05,OUT013,646.9959996506698
FDR45,OUT046,3786.6808281690696
FDK57,OUT049,2024.8162935393252
FDF41,OUT010,1942.3346503714715
FDV21,OUT046,2021.1927895512567
FDD51,OUT046,694.9261302498608
FDF33,OUT046,1961.6549963626185
FDA38,OUT046,3732.087028986673
FDR56,OUT045,3097.615982022562
NCN41,OUT017,2049.3667936148277
FDC60,OUT027,2902.553189216126
FDB47,OUT045,3210.8170715652354
DRH01,OUT013,2783.2508047888605
FDW08,OUT046,1694.841606167497
FDF38,OUT027,2194.4111942311592
FDY32,OUT017,2707.10399086186
FDG34,OUT049,1897.4942700158185
FDG47,OUT019,2240.834730602744
NCF18,OUT035,3110.716299205707
FDL39,OUT019,970.1680484953943
NCH55,OUT035,2131.1480011549734
DRJ35,OUT049,1120.220091599606
FDS44,OUT035,3965.2963251244596
DRE01,OUT018,3474.1992916754657
FDY39,OUT013,3004.160279758049
FDY32,OUT018,2308.058123466903
FDR33,OUT027,3236.1921694780626
NCP50,OUT049,1407.8636640228767
FDZ47,OUT018,1352.8293407050276
FDU57,OUT049,2547.1777682642237
FDY44,OUT013,3198.2989133985616
DRH59,OUT018,931.35508034488
FDB03,OUT027,5211.959099883456
FDY46,OUT045,2890.6018449672824
FDM39,OUT045,2700.0658814079297
FDY36,OUT035,1382.448780891039
NCM55,OUT035,3048.1804831925
FDJ50,OUT010,-995.4270892586921
DRL60,OUT013,2420.6123264267108
NCJ54,OUT049,3732.0436744152535
FDX59,OUT017,697.5200148020283
FDI07,OUT013,3247.4014000747234
DRF51,OUT010,-1301.917411324281
FDM14,OUT017,1910.5100270819448
FDP21,OUT045,2955.6368109250325
FDE40,OUT035,1163.7470519979352
FDE05,OUT035,2511.4777820235267
FDM13,OUT027,3581.906518523338
FDC34,OUT027,3946.2209668472237
NCI55,OUT018,1668.7283677234923
NCE43,OUT018,2357.196084337706
FDW58,OUT018,1452.1413868874624
FDG60,OUT045,3642.4428714596465
FDV31,OUT017,2922.9520530753816
FDR47,OUT013,3111.8324986374528
FDM60,OUT019,-1162.9580670634487
NCF06,OUT018,3777.577040040131
NCN26,OUT027,3309.314033660433
FDQ59,OUT049,1537.9710872741375
FDF09,OUT046,671.068105110452
NCS06,OUT017,4263.779001163595
FDT44,OUT046,1911.5018080736904
FDI19,OUT017,3967.0098236833196
FDT22,OUT017,1067.8201277549556
NCF54,OUT027,4132.834318293566
DRG25,OUT045,2868.2896331844313
FDB59,OUT017,3236.7078391843825
FDQ37,OUT017,3191.8824263477036
FDP56,OUT035,981.921344357313
FDW44,OUT035,2956.361209480983
FDJ26,OUT010,1544.5708932208786
FDU43,OUT018,3550.2720820890722
FDW33,OUT045,1598.3431871689968
NCX53,OUT027,3741.4285049904906
FDN56,OUT010,464.4966016222495
DRF15,OUT049,2529.274305862705
FDO33,OUT017,1924.0560220940192
FDZ39,OUT010,-181.27943520488748
NCJ19,OUT017,985.7865592320311
FDU01,OUT035,3164.0169690136554
FDT12,OUT035,3736.2101782667937
NCM18,OUT018,700.1752832574211
FDP19,OUT017,2163.842730113985
NCR42,OUT049,637.3397840943419
FDN10,OUT046,1897.4870658199457
FDG44,OUT017,1030.6091030640223
FDQ10,OUT046,2725.583451484092
DRH13,OUT049,1781.6388191727942
FDT52,OUT013,3921.3566207180343
FDM56,OUT045,1739.9048078615729
NCO43,OUT010,-295.64608594846266
NCV29,OUT035,2969.829707885835
NCF06,OUT013,4112.585808009377
FDO50,OUT035,1645.2160860631611
FDT59,OUT013,3685.436627037064
FDX40,OUT027,2039.5130546477599
FDE50,OUT017,3145.440225219223
FDX51,OUT017,3281.3389180059585
NCD30,OUT018,1286.6875079880379
FDK15,OUT013,1641.3829237924197
FDL12,OUT045,965.5735198959774
FDK46,OUT017,4192.825619052614
DRH49,OUT010,-613.197591201806
FDQ57,OUT046,2342.6462996184314
FDY59,OUT017,1625.6538106967573
FDO09,OUT018,3865.9119784537556
NCG30,OUT035,2116.036688814634
FDM09,OUT017,2811.3070980987895
NCN17,OUT027,3072.0338826512325
NCS42,OUT013,1446.790198465927
FDD02,OUT019,9.161473991890261
FDE34,OUT013,2902.1239428964623
FDU38,OUT045,2930.6969456788015
FDB33,OUT046,2554.321285875938
NCJ29,OUT017,1511.350949269693
FDZ27,OUT035,913.7101370978789
FDI40,OUT013,1636.1438805741418
FDG22,OUT013,714.3898930684636
FDT51,OUT017,1942.8909143824749
FDF20,OUT018,2909.643063180169
FDV50,OUT035,2035.4256168877137
FDT02,OUT049,678.9612325104858
DRC49,OUT017,2385.0875975739077
FDF26,OUT049,2592.9276325587834
FDV52,OUT035,2081.9351335331967
FDX59,OUT049,711.941281524757
FDV25,OUT035,3688.547511100686
FDW23,OUT027,2101.9027989893616
FDE53,OUT018,1439.310518911739
FDA19,OUT017,2218.3912831188654
FDH22,OUT046,1986.143773678048
NCO41,OUT013,1614.5127417162867
FDX12,OUT017,3972.6593703909834
FDF17,OUT013,3131.25141352918
FDS11,OUT045,3498.40169151863
FDR51,OUT035,2545.720959137635
FDT49,OUT010,-227.18666344271082
FDC56,OUT013,1971.729961394541
FDR13,OUT027,3397.6528200648286
FDQ60,OUT035,2103.778261435405
FDN38,OUT049,4085.555011865687
NCL29,OUT013,2520.3629222565455
FDO13,OUT027,4068.278405978314
FDE26,OUT018,2037.1530793073453
FDA31,OUT010,833.9947255762424
FDX14,OUT035,1320.3353510425486
FDA34,OUT045,2733.3254574150133
FDF26,OUT013,2544.057854177429
FDE38,OUT045,2611.659571300777
DRI11,OUT046,1835.0535029936923
FDQ60,OUT027,3379.9253543741884
FDL21,OUT027,2166.900637041667
DRC12,OUT027,4477.49980769614
FDC47,OUT046,3578.6525362478737
FDE57,OUT045,2204.517625442661
FDT14,OUT045,1833.5439606655532
NCZ53,OUT046,3010.931400502309
FDE28,OUT018,3355.98992735444
FDR19,OUT035,2489.120287344753
NCF54,OUT019,829.4816164870904
FDZ08,OUT046,1378.5081917079474
NCJ05,OUT018,2176.8932232278144
FDF59,OUT046,2054.6287022913666
NCO05,OUT035,1759.2833868786424
FDW24,OUT018,557.559037177637
NCX42,OUT018,2344.0864989717224
NCA53,OUT035,957.3118383914673
FDI45,OUT019,953.4049848780539
FDG46,OUT046,1855.2893441424344
FDM20,OUT010,1967.7606303719754
FDW11,OUT010,-889.6880567382293
FDX08,OUT035,3033.1924557598186
NCK17,OUT035,831.2540437070331
FDK32,OUT018,2215.478908839317
NCA42,OUT035,2654.7157051639942
DRI01,OUT035,2840.800455090001
NCL55,OUT049,4106.292149619923
DRE25,OUT018,1219.7042733365165
FDD14,OUT017,3012.998202879098
FDB10,OUT046,3711.8921549528463
DRN11,OUT035,2430.0847767750033
FDP38,OUT018,606.6787128731078
NCA30,OUT017,3040.8027462838622
FDT15,OUT017,3084.6099081889106
NCP55,OUT018,662.2224153040197
FDF12,OUT035,2507.2785623078908
FDM21,OUT018,3758.0730770521727
FDX56,OUT035,3475.0016466395095
FDF10,OUT017,2428.4788095481986
FDT32,OUT045,3011.048794489479
FDM51,OUT018,1408.7038897299992
NCR50,OUT018,2161.001815470026
FDI19,OUT049,3931.6083761758723
FDX21,OUT017,1822.5924533290254
FDR31,OUT035,2538.7777129117944
FDY02,OUT013,4139.15098062471
NCA29,OUT045,2623.464226070256
NCX17,OUT046,3640.814058405996
FDM12,OUT045,2991.222030047054
FDI53,OUT027,3995.9878286600783
NCU30,OUT049,2688.6909404317425
FDC56,OUT027,3402.9259251095214
FDK27,OUT018,1711.0816092102768
NCK18,OUT017,2730.2499881769922
FDB52,OUT019,2132.3129677099982
DRG25,OUT027,4424.96915621267
FDZ13,OUT049,1002.9622270256855
FDB57,OUT019,1731.1637420831844
FDR40,OUT046,1373.02800699591
NCO14,OUT019,-1170.9396586500288
NCN19,OUT045,2951.220966981521
FDQ28,OUT019,584.5360987419174
FDO13,OUT018,2353.466790060709
FDK48,OUT013,1309.1810665655485
FDU07,OUT018,2184.6539575472852
FDW20,OUT046,2027.17212274232
FDV12,OUT010,-280.8828477753202
FDH24,OUT013,2564.9048882855873
FDV59,OUT049,3527.708786304445
FDK57,OUT045,1840.9695654666957
FDL16,OUT027,2155.6640589959443
NCQ17,OUT046,2451.457490407569
FDJ15,OUT018,2666.2713607824257
FDX24,OUT049,1629.24209660496
FDT47,OUT046,1623.0711639620945
FDT10,OUT049,1132.8046958582177
FDZ37,OUT018,1225.704636910525
FDW43,OUT027,5164.3843896903945
DRN36,OUT017,1626.7074331496615
FDJ14,OUT045,1313.717851354707
FDA32,OUT013,3512.6049259006763
FDJ38,OUT019,1193.2428609438937
FDQ57,OUT017,2453.63212748356
NCQ41,OUT019,1191.8261684778026
FDG56,OUT049,1156.647061822427
DRC13,OUT027,3461.0727611047414
FDV55,OUT035,2483.7917713698425
FDQ49,OUT045,2506.2675792695454
FDE29,OUT010,-988.8456264456445
FDR03,OUT013,3352.8552640896305
FDD45,OUT049,1649.1336334560729
FDN38,OUT010,2079.262825465373
FDT56,OUT046,1018.471049965151
FDT48,OUT045,3106.063765802571
FDU03,OUT049,3002.899835803191
FDC56,OUT010,-10.37887916537261
NCO43,OUT027,3035.582263083008
FDQ27,OUT017,1791.3330582187755
FDR03,OUT046,3322.6501111179427
DRH23,OUT010,-1071.304498422525
FDG22,OUT045,618.3468603692829
NCJ42,OUT013,1680.9030301171915
FDR24,OUT046,1510.4964990659746
FDW60,OUT035,2997.4658370605057
FDJ08,OUT013,3062.6602610544614
DRL59,OUT018,606.5930304710262
FDG60,OUT010,1764.0112171306405
FDW27,OUT017,2649.1067210969995
FDX14,OUT018,926.7383628249079
FDC20,OUT013,1001.3132757697849
NCS29,OUT018,3872.7052269087594
FDJ56,OUT046,1614.6884944650692
FDB20,OUT019,-610.1191883793801
FDL28,OUT027,5080.810126237486
FDW01,OUT018,2167.9184829854057
FDL03,OUT046,3186.8612025933458
FDX22,OUT049,3453.2950461588516
FDJ21,OUT035,2490.903369145767
FDR31,OUT045,2360.86046996524
FDG21,OUT035,2762.5226091394493
FDS22,OUT027,2213.5107408375097
FDK08,OUT035,1802.3092130272798
FDE17,OUT018,2159.19038024046
NCN30,OUT017,1628.8196985995123
FDT50,OUT046,1549.9340832579605
NCX42,OUT049,2679.7066556571067
FDJ12,OUT035,3486.172606630795
NCA18,OUT027,3298.2753972918636
FDP23,OUT019,1559.4920322433677
FDX12,OUT013,3908.5966325664726
FDN40,OUT018,2122.747666901957
FDV48,OUT035,1458.8917081235327
NCY54,OUT013,2691.5330356797513
FDL16,OUT010,-1226.697874867399
FDR45,OUT018,3515.0659184832916
FDJ52,OUT046,2549.9057795695257
DRG01,OUT017,1341.657888989157
FDP52,OUT013,3700.0574245446146
FDU58,OUT017,3106.948809632462
FDL02,OUT045,1687.0200474115509
FDG28,OUT013,3906.75649559589
FDA19,OUT035,2237.7937511503897
FDW46,OUT027,2569.794735125694
NCD43,OUT049,1735.6033076009658
DRG39,OUT013,894.914046001234
NCF55,OUT049,681.0696800380454
FDJ07,OUT046,1908.1618794259334
FDE08,OUT046,2427.9147778779497
FDP56,OUT019,-1034.2709188566823
FDT45,OUT045,807.5067888673607
FDF17,OUT018,2793.0957298761273
FDX44,OUT046,1458.2143547970854
FDM28,OUT027,4284.595908879619
FDI36,OUT049,3278.5306148432755
FDS07,OUT045,1800.1281292577814
FDD36,OUT045,1832.8170838745423
FDW11,OUT046,1009.6417152926006
FDN40,OUT049,2523.8219391978155
NCQ18,OUT049,1617.5241250869212
NCQ54,OUT017,2731.158969002302
NCS42,OUT045,1370.963966676614
DRH39,OUT010,-700.96133058781
FDC09,OUT027,3204.6264396700694
FDT08,OUT010,522.4201870890272
FDC08,OUT035,3799.515495942352
FDT20,OUT017,778.1520657235983
FDS35,OUT035,1189.8771397303235
FDX58,OUT018,2611.9966132496747
FDW58,OUT046,1715.093382789698
DRD27,OUT046,1616.8704613546765
FDH32,OUT019,-302.4890799577636
FDS26,OUT035,4234.741295822076
FDQ31,OUT046,1483.9346888478863
FDP11,OUT018,3203.0506321434827
FDD58,OUT017,1699.2479597255156
FDM33,OUT045,3368.6991469096206
FDZ16,OUT049,3187.139285964127
NCS29,OUT010,2245.520900002115
NCM18,OUT019,-960.1707865943943
FDP11,OUT049,3576.0860662091577
NCC42,OUT017,2358.2969496653036
DRM23,OUT046,2726.4807920199996
NCN55,OUT027,5213.224016432583
FDK46,OUT013,4099.214861784692
FDR01,OUT046,3222.279157291963
NCA05,OUT045,2329.011339733557
NCP43,OUT017,2922.6567379913386
FDR12,OUT010,848.883958926265
FDQ01,OUT013,4119.365712064739
FDM13,OUT046,2107.606209352473
FDQ19,OUT017,4029.9545691095122
FDK56,OUT019,1046.1094923013877
NCX06,OUT010,967.735653686223
FDO56,OUT027,3434.4721599078334
FDU45,OUT045,1780.411953171943
FDI16,OUT019,-1013.5422063750083
FDL32,OUT046,1871.636929360814
FDA07,OUT046,2061.130896130027
FDA14,OUT045,2228.3109810234073
FDV46,OUT027,3689.1116419986424
NCO07,OUT035,3509.4310009656615
NCP41,OUT046,1709.8187220131854
FDY60,OUT018,2042.2214334662926
FDN38,OUT017,4128.692703009705
FDO15,OUT046,1281.6683570314913
FDT60,OUT013,1989.1989367956057
FDA55,OUT035,3768.864304944205
FDE02,OUT010,-390.20877829562164
DRJ39,OUT049,3598.366154988263
FDV34,OUT035,1408.5393379787133
FDS20,OUT027,4408.523282040629
FDF02,OUT027,3122.6995634942646
FDW40,OUT017,2395.2878586385104
NCB43,OUT046,2917.773159670654
FDR58,OUT017,1570.138006723727
DRJ59,OUT035,838.1248130787317
NCD30,OUT017,1674.8830127209203
FDE14,OUT017,1762.6485853678582
FDC28,OUT018,1435.2451041410604
FDU16,OUT018,1107.850897467102
NCD19,OUT035,1048.0132728869814
FDU21,OUT046,642.0531646656455
FDV59,OUT027,4900.60578104512
FDU03,OUT045,2883.9015522816344
FDC33,OUT010,1332.723969101545
NCR42,OUT035,712.3723966244215
DRH59,OUT035,1374.754542593249
NCM31,OUT035,2416.923330756498
FDS50,OUT035,3614.8899218330257
FDP39,OUT046,871.0172853503341
FDQ55,OUT013,1993.00871909955
FDV36,OUT019,114.61000082671853
FDI05,OUT027,2697.6983983803925
FDS45,OUT027,3216.7833347048313
FDA39,OUT045,603.412075774203
FDC37,OUT010,-160.38140721328477
FDJ60,OUT027,4140.890477528868
DRQ35,OUT046,1975.3244775127732
NCJ06,OUT046,1895.5055578569632
NCY42,OUT018,2006.4872610668604
DRM37,OUT049,3203.8591225282917
FDR14,OUT045,712.3077227044948
FDE51,OUT049,822.2836965994561
FDT33,OUT017,2794.5547565526367
FDR08,OUT013,1880.0947516273486
FDE36,OUT010,728.0982591206409
FDL22,OUT019,-437.4476107035896
FDR44,OUT013,2196.139569321209
FDI56,OUT019,-438.5474368949642
FDE47,OUT010,141.1830347060552
FDV27,OUT010,-416.6371815519144
FDV10,OUT049,832.5829248002874
FDC40,OUT045,1199.6978525757559
NCX41,OUT013,3374.5569520401527
NCQ38,OUT027,3135.6799231654204
FDV12,OUT027,3115.4249442362548
FDE52,OUT017,1535.7630048218975
FDG20,OUT027,4314.245704150921
FDV16,OUT027,2046.229746776206
FDI32,OUT017,1938.6106266625147
FDJ32,OUT049,1163.6794057718444
FDN39,OUT018,2464.169695904239
FDY34,OUT017,2812.1109653435115
FDC14,OUT035,917.7471063344756
FDA55,OUT017,3735.445705310082
FDZ50,OUT010,955.1344427041479
DRG13,OUT049,2708.260477929856
FDP01,OUT013,2522.728773157035
NCG54,OUT017,2806.4034796196893
FDM13,OUT045,2050.0479725215655
NCO18,OUT027,4262.6248619048165
NCW41,OUT013,2528.7145563408644
FDM52,OUT027,3795.7986695888962
NCF55,OUT035,718.7258507822662
FDT09,OUT046,2149.6825909190393
NCM19,OUT035,1908.2667743404777
FDW12,OUT018,2128.314545483042
FDP15,OUT019,2134.2183644820193
FDK36,OUT045,755.8411216754662
FDZ25,OUT035,2954.3165468635284
NCW06,OUT049,3130.6176648758815
FDW60,OUT046,2891.1130104621734
DRC49,OUT013,2321.086717389424
NCT17,OUT035,3149.543416389809
NCN06,OUT018,2288.549741713451
FDC45,OUT013,2755.5487123633707
DRJ47,OUT019,834.8038499508746
NCF06,OUT045,3986.978189948259
FDE21,OUT010,11.505523957299147
DRG27,OUT013,701.514704999187
FDW40,OUT049,2361.5082649184783
NCO53,OUT046,2893.76936412759
FDE23,OUT049,914.9249339068583
FDQ16,OUT046,1728.4160134885906
FDS26,OUT045,3975.834025588992
FDZ13,OUT010,-1092.0087089469969
FDS14,OUT049,2541.382670722421
FDC10,OUT045,1867.7169006228837
FDY16,OUT049,3068.283884948125
FDJ20,OUT035,2219.9405105942747
FDV43,OUT035,890.0007245793963
FDZ32,OUT027,3235.708825674527
FDR23,OUT046,2781.4877989665333
FDN24,OUT035,1008.3002275096055
FDE34,OUT027,4331.746551195454
FDU31,OUT013,3567.451020737851
FDW33,OUT018,1427.8183336857555
FDU26,OUT046,1883.3991250453755
FDE20,OUT027,4238.802446245903
NCW05,OUT035,1816.4423666890984
FDB22,OUT018,2149.9324587804713
FDO56,OUT046,1943.0713913751729
FDA19,OUT027,3559.017831085191
DRI39,OUT045,843.0135378364853
FDH52,OUT018,735.0256577462819
FDZ50,OUT035,3035.441173773045
NCN42,OUT035,2472.961082717112
FDB53,OUT013,2349.7988728871373
DRG11,OUT017,1855.248312290928
DRK11,OUT027,3841.9266743485764
FDQ60,OUT017,2093.6227398417764
FDT36,OUT017,676.1675455868317
DRG25,OUT018,2652.661243728219
DRJ23,OUT046,3031.082088224777
FDG05,OUT035,2671.6612390913297
NCK06,OUT018,1642.890220452125
FDU52,OUT017,2539.109436890587
FDW07,OUT018,1198.4934567334858
NCM17,OUT045,672.0875801679715
FDA22,OUT045,2626.596733258867
NCA41,OUT018,2802.7789423962618
FDF38,OUT035,927.7217135793817
FDH52,OUT046,1044.026478224252
FDY58,OUT019,1679.6565250234576
FDZ16,OUT045,3017.2941528008814
NCM18,OUT017,1077.4453441373646
FDA22,OUT018,2389.1304746702126
NCJ43,OUT035,2917.938460090391
FDI34,OUT027,5122.039065421897
FDG56,OUT046,1077.074425746236
FDS34,OUT046,1885.06983296721
DRC01,OUT035,1013.2235321867406
FDQ04,OUT035,779.0010567202821
FDK04,OUT035,1078.0689927512994
FDT51,OUT049,1924.5654296715566
FDV26,OUT017,3207.7245291398763
FDS04,OUT049,2342.5570036759323
FDW43,OUT018,3416.979236833454
FDQ28,OUT010,552.2340607336639
NCK06,OUT017,2024.8664107672516
FDS23,OUT018,1786.778144861471
FDZ36,OUT019,1119.4450968966892
FDE56,OUT018,791.2679914230914
FDW10,OUT027,4239.91185342979
NCN14,OUT045,2848.4722019119913
NCQ18,OUT045,1458.58140551919
FDW08,OUT017,1868.3650681684167
FDU43,OUT035,3957.8603723100764
FDR33,OUT010,-170.31468241908829
FDM24,OUT010,518.6099442890179
NCZ05,OUT046,1650.5055879590623
NCV41,OUT035,1956.852766857331
FDV11,OUT018,2529.2176411713153
NCY05,OUT035,769.3440534223644
FDV44,OUT018,2794.454198913431
FDW32,OUT049,1530.6499358449273
NCU18,OUT027,3697.3486150896965
NCC43,OUT035,4096.445095140145
FDW19,OUT013,1894.5670646923481
FDN31,OUT035,3211.423862206832
FDI48,OUT045,819.124970641888
FDS24,OUT017,1605.2032319735126
FDF46,OUT049,1954.2831022647943
DRG23,OUT017,2521.0892948486494
FDG14,OUT018,2200.280666480398
NCY30,OUT049,2919.995481755902
FDO28,OUT018,1670.8978388978958
DRD24,OUT035,2402.8880687469805
FDI33,OUT049,1553.096210915408
FDN32,OUT046,2991.5265822822544
FDR16,OUT045,3304.920981775948
FDF26,OUT046,2521.128370112458
NCN29,OUT018,546.3084276025008
FDE20,OUT045,2702.391557031538
FDA46,OUT046,3026.872475611169
FDU28,OUT045,2921.645567822576
FDQ48,OUT045,1587.1785429311499
FDV36,OUT013,2102.0848387860133
FDR14,OUT018,516.8251928311115
FDP23,OUT017,3549.1938923438506
FDP56,OUT013,917.1801280754266
FDK48,OUT010,-664.1257039970583
FDR48,OUT046,2411.333457214185
NCY29,OUT049,1031.8238491783966
FDM22,OUT018,645.8281975531254
DRJ01,OUT013,2578.6794845860095
FDZ43,OUT045,3865.104969827708
FDV03,OUT035,2608.205152351548
FDX11,OUT027,4366.356263340038
NCA41,OUT027,4525.2994563274715
FDE38,OUT017,2793.544526723314
FDI27,OUT018,482.78631312568723
FDN32,OUT013,2986.422576726464
NCN43,OUT017,2046.650326310929
FDB47,OUT027,4722.451785806881
FDV03,OUT017,2582.569552586389
NCN30,OUT045,1492.057325578346
NCV54,OUT010,-9.74263760897145
FDV07,OUT013,1838.1784351098522
FDP07,OUT049,3261.9473123847524
